id,title,alternativeTitles,year,publicationDates,humanReadablePublicationDates,languages,originalLanguages,authors,publishers,summary,genres,subjects,playingTimes,targetAudienceNotes,physicalDescriptions,bgg_id,bgg_primary_name,bgg_all_names,bgg_year,bgg_description,bgg_min_players,bgg_max_players,bgg_playing_time,bgg_min_age,bgg_categories,bgg_mechanics,bgg_designers,bgg_publishers,bgg_rank,bgg_average_rating,bgg_bayes_average,bgg_users_rated,bgg_weight,bgg_owned
keski.2613963,Taru sormusten herrasta : kaksinkamppailu,,2013,2013,2013.,fin,,"{'primary': {'Knizia, Reiner': {'role': ['-']}}, 'secondary': {'Knizia, Reiner, suunnittelija': {'role': ['suunnittelija']}}, 'corporate': []}",Lautapelit.fi [jakaja],,lautapelit; fantasiapelit; pelit,['nuoret'],,,1 lautapeli (useita osia kotelossa),,,,,,,,,,,,,,,,,,,
keski.3166307,Opetellaan värejä ja muotoja,,2021,2021,[2021],fin,,"{'primary': [], 'secondary': [], 'corporate': []}",Tactic Games,,pelit; lautapelit; lastenpelit,,,Ikäsuositus: yli 3-vuotiaille.,1 lautapeli (useita osia kotelossa) ; 22 x 22 x 5 cm + 1 sääntölehti,,,,,,,,,,,,,,,,,,,
keski.3336395,Family inc,,2022,2022,[2022],fin; swe; dan; nor; isl; eng,,"{'primary': {'Knizia, Reiner': {'role': ['-']}, 'Erdt, Markus': {'role': ['-']}}, 'secondary': {'Knizia, Reiner, designer': {'role': ['designer']}, 'Erdt, Markus, kuvittaja': {'role': ['kuvittaja']}}, 'corporate': []}",Lautapelit.fi,"Kerran vuodessa kokoontuu pahamaineinen Azzardon perhe Tutti Frutti -kalaravintolansa takahuoneeseen jakamaan kepulikonstein hankkimansa saaliin perheen perinteiden mukaisesti. Kaikki saavat kokeilla onneaan, mutta vain yksi pääsee poistumaan paikalta saalis mukanaan. Kuka onkaan taitavin tässä kylmiä hermoja ja riskinottokykyä vaativassa onnenpelissä?",lautapelit; pelit; perhepelit; kaksinpelit; kolminpelit; nelinpelit; viisinpelit; kuusinpelit; moninpelit,['järjestäytynyt rikollisuus']; ['ryöstösaaliit'],,Ikäsuositus: yli 8-vuotiaille.,1 lautapeli + 1 sääntövihko kotelo 24 x 18 x 9 cm,325382,Family Inc.,Family Inc.; HIT!,2021,"Once a year, all family members of the notorious Azzardo family meet in the warehouse of the &quot;Tutti Frutti&quot; seafood restaurant to divide up the stolen goods according to an old family tradition. Everyone can try their luck, but only one will leave the meeting with a full suitcase. Who will prove to be the most skillful player in the hot-blooded game of gamblers, skillfully challenging luck and risk?&#10;&#10;At the start of each round in Family Inc., if you have face-up chips in front ...",2,7,10,8,Mafia,Push Your Luck,Reiner Knizia,Piatnik; GaGa Games; Lautapelit.fi,6551,6.76206,5.67477,361,1.1429,524
keski.2977799,Matka pyramidien maahan,,2018,2018,[2018],fin,,"{'primary': [], 'secondary': [], 'corporate': []}",Tactic Games,,pelit; lastenpelit; lautapelit,,,Ikäsuositus: yli 4-vuotiaille.,1 peli (useita osia kotelossa) + 1 sääntölehti,,,,,,,,,,,,,,,,,,,
keski.3371671,Ajan aarrejahti : kokemusmatka ikääntymiseen,,2024,2024,[2024],fin,,"{'primary': [], 'secondary': [], 'corporate': []}",Tactic Games,,pelit; lautapelit; seurapelit,,,Ikäsuositus: yli 10-vuotiaille.,1 lautapeli (useita osia kotelossa) + 1 sääntövihko (4 sivua),,,,,,,,,,,,,,,,,,,
keski.3382054,Talisman : the magical quest game,,2024,2024,©2024,eng,,"{'primary': [], 'secondary': [], 'corporate': []}",,,fantasiapelit; lautapelit; pelit,['seikkailu']; ['taistelut']; ['sankarit']; ['kilpailu']; ['aarteet'],,Ikäsuositus: Yli 12-vuotiaille.,1 lautapeli (useita osia kotelossa) ; 27 x 27 x 7 cm + 1 ohjeet,,,,,,,,,,,,,,,,,,,
keski.3173881,Daydream : Alfons Mucha,,2021,2021,[2021],zxx,,"{'primary': [], 'secondary': [], 'corporate': []}",SAS Alizé,,palapelit; pelit,['taide']; ['taidemaalarit']; ['maalaukset'],,Ikäsuositus: yli 12-vuotiaille.,1 palapeli (1000 palaa),,,,,,,,,,,,,,,,,,,
keski.2614001,Enigma,,2012,2012,2012.,fin; swe; dan; nor; eng,,"{'primary': {'Tahkokallio, Touko': {'role': ['-']}, 'Laane, Paul': {'role': ['-']}}, 'secondary': {'Tahkokallio, Touko, suunnittelija': {'role': ['suunnittelija']}, 'Laane, Paul, kuvaaja': {'role': ['kuvaaja']}}, 'corporate': []}",Marektoy[jakaja],,lautapelit; lastenpelit; pelit,,,,1 lautapeli (useita osia kotelossa),127312,Enigma,Enigma; 에니그마,2012,"In Enigma, players are exploring an ancient temple, solving different problems to make their way from room to room.&#10;&#10;Problem solving is done simultaneously in four different categories &mdash; tangrams, block-stacking, canal-building and balance problems &mdash; and those who succeed expand the temple with the problem tile they solved, thus adding a new chain of rooms inside the temple or extending an existing chain of rooms. After placing a tile, a player can occupy a room on that tile ...",2,4,45,8,Adventure; Puzzle; Real-time,Open Drafting; Pattern Recognition; Tile Placement,Touko Tahkokallio,Albi; Competo / Marektoy; Filosofia Éditions; Korea Boardgames; Z-Man Games; Zoch Verlag,5059,6.39598,5.76207,951,2.0714,1521
keski.3114218,Seas of fortune hansa,,2020,2020,[2020],fin; swe; nor; dan; eng,,"{'primary': {'Game Storm Studio': {'role': ['designer']}}, 'secondary': [], 'corporate': {'Game Storm Studio, designer': {'role': ['designer']}}}",Tactic Games,,pelit; lautapelit; seurapelit,,,Ikäsuositus: yli 8-vuotiaille.,1 lautapeli (useita osia kotelossa),,,,,,,,,,,,,,,,,,,
keski.2923594,"Tiedetemput : kokeile, hämmästy ja opi!",,2018,2018,2018.,fin,,"{'primary': {'Hughes, Ben': {'role': ['-']}, 'Hiltunen, Mikko': {'role': ['-']}, 'Granroth, Ville': {'role': ['-']}}, 'secondary': {'Hiltunen, Mikko , graafikko': {'role': [' graafikko']}, 'Granroth, Ville , graafikko': {'role': ['-']}}, 'corporate': []}",Sanoma Pro,,korttipelit; lastenpelit; pelit,,,,50 korttia,,,,,,,,,,,,,,,,,,,
keski.3340388,OverbooKing,,2022,2022,[2022],fin; swe; dan; nor,,"{'primary': {'Landini, Filippo': {'role': ['-']}}, 'secondary': {'Landini, Filippo, designer': {'role': ['designer']}}, 'corporate': []}",HUCH! Hutter Trade GmbH,,lautapelit; pelit; korttipelit,['hotellit'],,Ikäsuositus: yli10-vuotiaille.,1 peli (useita osia kotelossa) : 21 x 21 x 5 cm + 1 sääntövihko (32 sivua),354328,Overbooking,Overbooking; Fogadó foglaló; Overbooking: Brakuje łóżek; Забронировано; Овербукінг; オーバー・ブッキング; 오버부킹,2022,"Once upon a time there was a king who wanted to throw a royal party of the finest for his daughter. Thousands of guests from all over the country were invited; traveling merchants, monks, soldiers, and many others flocked to the capital. But, oh no! Because everyone had hoped for last-minute discounts, no one had pre-booked a hotel room. Now the great race for the last free rooms begins! Who will get a place to sleep, who will have to stay outside, and who will make it through the back door with...",2,4,30,10,Fantasy; Humor; Medieval,Action Queue; Area Majority / Influence; Commodity Speculation; Hand Management; Trick-taking,Filippo Landini,Egmont Polska; Fabrika Igr; Fun Games Shop; Hobby Japan; HUCH!; Korea Boardgames; Lautapelit.fi; Reflexshop,10773,6.50032,5.56998,185,1.8,397
keski.3031764,Splendor,,2018,2018,2018.,fin; swe; dan; nor,,"{'primary': {'André, Marc': {'role': ['-']}, 'Quidault, Pascal': {'role': ['-']}, 'Saari, Mikko': {'role': ['-']}}, 'secondary': {'André, Marc, designer': {'role': ['designer']}, 'Quidault, Pascal, kuvittaja': {'role': ['kuvittaja']}, 'Saari, Mikko, kääntäjä': {'role': ['kääntäjä']}}, 'corporate': []}",,,lautapelit; pelit,['renessanssi']; ['jalokivet']; ['kauppiaat']; ['aateli'],,Ikäsuositus: 10+,1 lautapeli,148228,Splendor,Splendor; Розкіш; Роскошь; ספלנדור; جواهري; เกมค้าเพชร; 宝石の煌き; 璀璨宝石; 璀璨寶石; 스플렌더,2014,"Splendor is a game of chip-collecting and card development. Players are merchants of the Renaissance trying to buy gem mines, means of transportation, shops&mdash;all in order to acquire the most prestige points. If you're wealthy enough, you might even receive a visit from a noble at some point, which of course will further increase your prestige.&#10;&#10;On your turn, you may (1) collect chips (gems), or (2) buy and build a card, or (3) reserve one card. If you collect chips, you take either ...",2,4,30,10,Card Game; Economic; Renaissance,Contracts; Open Drafting; Race; Set Collection,Marc André,Space Cowboys; Asterion Press; Belleville (Бельвіль); Board Game VN; Boardgame Space; Brain Games; Broadway Toys LTD; CoolPlay; Enigma (Bergsala Enigma); Filosofia Éditions; Galápagos Jogos; Gém Klub Kft.; GoKids 玩樂小子; HaKubia; Hobby Japan; JD Éditions; Kaissa Chess & Games; Korea Boardgames; Lautapelit.fi; Lex Games; Lifestyle Boardgames Ltd; Maldón; Morapiaf; NeoTroy Games; Rebel Sp. z o.o.; Siam Board Games; Z-Man Games,235,7.41807,7.29284,86025,1.777,129985
keski.2613985,Salaisuuksien saari,,2010,2010,2010.,fin,,"{'primary': {'Leacock, Matt': {'role': ['-']}, 'Canga, C. B.': {'role': ['-']}, 'Saari, Mikko': {'role': ['-']}}, 'secondary': {'Leacock, Matt, suunnittelija': {'role': ['suunnittelija']}, 'Canga, C. B., kuvaaja': {'role': ['kuvaaja']}, 'Saari, Mikko, kääntäjä': {'role': ['kääntäjä']}}, 'corporate': []}",Marektoy [jakaja],,lautapelit; fantasiapelit; pelit,['nuoret'],,,1 lautapeli (useita osia peltikotelossa),65244,Forbidden Island,Forbidden Island; Forbidden Island 禁忌之岛; Förbjudna ön; Den Forbudte Ø; Den Forbudte Øya; A Ilha Proibida; Insula Interzisa; La Isla Prohibida; L'Île Interdite; L'illa prohibida; L'Isola Proibita; Lanetli Ada; Salaisuuksien saari; A Tiltott Sziget; Het Verboden Eiland; Die verbotene Insel; Zakazana Wyspa; Zakázaný ostrov; Η Απαγορευμένη Νήσος; Запретный остров; האי הנעלם; 禁制之島; 禁断の島; 포비든 아일랜드,2010,"Forbidden Island is a visually stunning cooperative board game. Instead of winning by competing with other players like most games, everyone must work together to win the game. Players take turns moving their pawns around the 'island', which is built by arranging the many beautifully screen-printed tiles before play begins. As the game progresses, more and more island tiles sink, becoming unavailable, and the pace increases. Players use strategies to keep the island from sinking, while trying to...",2,4,30,10,Adventure; Fantasy; Science Fiction,Action Points; Cooperative Game; Events; Grid Movement; Hand Management; Map Reduction; Modular Board; Pick-up and Deliver; Set Collection; Solo / Solitaire Game; Square Grid; Tile Placement; Variable Player Powers,Matt Leacock,"Gamewright; ADC Blackfire Entertainment; Arclight Games; AURUM, Inc.; Brädspel.se; Cocktail Games; Competo / Marektoy; Devir; FoxMind Israel; Kaissa Chess & Games; Kanga Games; Lex Games; Lifestyle Boardgames Ltd; NeoTroy Games; Rebel Sp. z o.o.; Reflexshop; Schmidt Spiele; Spilbræt.dk; uplay.it edizioni; White Goblin Games",982,6.75475,6.64661,52981,1.7374,97292
keski.3068716,Maailman eläimet,,2020,2020,[2020],fin,,"{'primary': [], 'secondary': [], 'corporate': []}",Tactic Games,,pelit,,,Ikäsuositus: yli 8-vuotiaille.,1 peli (useita osia kotelossa) + 1 sääntölehti,43240,Maailman eläimet,Maailman eläimet; Animale sălbatice ale lumii; Animals of the World Adventure; Loomade kuningriik; Maailman eläimet seikkailupeli; Wild animals of the world board game; Дикие животные,2008,This is a trivia game of different animal species around the world. The goal of the game is to visit all of the continents in the world and collect the pieces of a jigsaw puzzle. The player who completes his or her puzzle first is the winner.&#10;&#10;The game belongs to Tactic's Green Globe series of games which promote environmental themes and concerns.&#10;&#10;,2,8,45,8,Animals; Educational; Trivia,Roll / Spin and Move; Set Collection,(Uncredited),Tactic,,5.36364,0,11,0,8
keski.2848286,Robogem,,2017,2017,© 2017.,fin; swe; eng,,"{'primary': {'Paananen, Juha': {'role': ['-']}}, 'secondary': [], 'corporate': []}",Sanoma Pro,,pelit; lautapelit,['oppimispelit'],,,1 lautapeli (useita osia kotelossa) + säännöt (40 sivua),182380,Robogem,Robogem,2015,"A programming game, designed to teach kids (6+) to program. Players try to collect gems by programming a robot on the board.&#10;&#10;The robot takes three commands: move forward, turn left and turn right. Players string these commands to guide the robots. Advanced games include functions that can contain many moves which can then be repeated when wanted.&#10;&#10;First player to collect three gems and return them to their home base wins the game.&#10;&#10;",2,4,30,6,Children's Game; Educational; Science Fiction,Action Queue,Juha Paananen,Sanoma Pro,26232,5.04787,5.48842,47,1.3333,40
keski.3199803,Thurn und Taxis,,2006,2006,©2006,fin; swe; nor; dan,,"{'primary': {'Seyfarth, Karen': {'role': ['-']}, 'Seyfarth, Andreas': {'role': ['-', 'kuvittaja']}, 'Menzel, Michael': {'role': ['-']}, 'Bremer, Markus': {'role': ['-']}}, 'secondary': {'Seyfarth, Karen, designer': {'role': ['designer']}, 'Menzel, Michael, kuvittaja': {'role': ['kääntäjä']}, 'Bremer, Markus, kääntäjä': {'role': ['-']}}, 'corporate': []}",Lautapelit.fi,,lautapelit; pelit; perhepelit,['posti']; ['postiliikenne']; ['postilaitokset']; ['Saksa'],,Ikäsuositus: yli 10-vuotiaille.,1 lautapeli,21790,Thurn and Taxis,Thurn and Taxis; Cesarski Kurier; Poštovní Kurýr; Poštovní kurýr; Thurn et Taxis: l'aventure postale; Thurn und Taxis; Турн и Таксис. Королевская почта; 驛馬當先,2006,"In Thurn &amp; Taxis, players build post office routes across Bavaria and the regions around, collecting bonus points in various ways. The board shows a map of all the cities, with roads leading from each one to some of its neighbors. There are various colored regions around the board, most with two or three cities, and a large region with all the Bavarian cities in the center.&#10;&#10;Players build postal routes from city to city to city so that each city is adjacent to the next city on the ro...",2,4,60,10,Post-Napoleonic; Transportation,Hand Management; Network and Route Building; Open Drafting; Set Collection,Andreas Seyfarth; Karen Seyfarth,Hans im Glück; 999 Games; Albi; Bard Centrum Gier; Hobby World; Lautapelit.fi; MINDOK; Rio Grande Games; Schmidt Spiele; Smart Ltd,591,7.09048,6.91129,20534,2.2572,23794
keski.3090781,Salaisuuksien saari,,2020,2020,2020.,fin,eng,"{'primary': {'Leacock, Matt': {'role': ['tekijä']}, 'Canga, C. B.': {'role': ['-']}, 'Saari, Mikko': {'role': ['-']}}, 'secondary': {'Canga, C. B., kuvittaja': {'role': ['kuvittaja']}, 'Saari, Mikko, kääntäjä': {'role': ['kääntäjä']}}, 'corporate': []}",Lautapelit.fi,,yhteistyöpelit; fantasiapelit; lautapelit; pelit,['saaret']; ['aarteet'],,Ikäsuositus: yli 10-vuotiaille.,1 lautapeli (useita osia peltikotelossa),65244,Forbidden Island,Forbidden Island; Forbidden Island 禁忌之岛; Förbjudna ön; Den Forbudte Ø; Den Forbudte Øya; A Ilha Proibida; Insula Interzisa; La Isla Prohibida; L'Île Interdite; L'illa prohibida; L'Isola Proibita; Lanetli Ada; Salaisuuksien saari; A Tiltott Sziget; Het Verboden Eiland; Die verbotene Insel; Zakazana Wyspa; Zakázaný ostrov; Η Απαγορευμένη Νήσος; Запретный остров; האי הנעלם; 禁制之島; 禁断の島; 포비든 아일랜드,2010,"Forbidden Island is a visually stunning cooperative board game. Instead of winning by competing with other players like most games, everyone must work together to win the game. Players take turns moving their pawns around the 'island', which is built by arranging the many beautifully screen-printed tiles before play begins. As the game progresses, more and more island tiles sink, becoming unavailable, and the pace increases. Players use strategies to keep the island from sinking, while trying to...",2,4,30,10,Adventure; Fantasy; Science Fiction,Action Points; Cooperative Game; Events; Grid Movement; Hand Management; Map Reduction; Modular Board; Pick-up and Deliver; Set Collection; Solo / Solitaire Game; Square Grid; Tile Placement; Variable Player Powers,Matt Leacock,"Gamewright; ADC Blackfire Entertainment; Arclight Games; AURUM, Inc.; Brädspel.se; Cocktail Games; Competo / Marektoy; Devir; FoxMind Israel; Kaissa Chess & Games; Kanga Games; Lex Games; Lifestyle Boardgames Ltd; NeoTroy Games; Rebel Sp. z o.o.; Reflexshop; Schmidt Spiele; Spilbræt.dk; uplay.it edizioni; White Goblin Games",982,6.75475,6.64661,52981,1.7374,97292
keski.2612202,Johtolanka : rosvojahdissa Helsingin niemellä,,2012,2012,cop. 2012.,fin,,"{'primary': {'Granroth, Ville': {'role': ['-']}, 'Hiltunen, Miikko': {'role': ['-']}}, 'secondary': {'Granroth, Ville, suunnittelija': {'role': ['suunnittelija']}, 'Hiltunen, Miikko, suunnittelija': {'role': ['-']}}, 'corporate': []}",Sanoma Pro,,pelit; lautapelit,['seikkailupelit']; ['Helsinki'],,,1 lautapeli (useita osia kotelossa),,,,,,,,,,,,,,,,,,,
keski.3381981,Undaunted : Stalingrad,,2022,2022,[2022],eng,,"{'primary': {'Thompson, David': {'role': ['kirjoittaja']}, 'Benjamin, Trevor': {'role': ['-']}, 'MacDonald, Roland': {'role': ['-']}, 'MacNiven, Robbie': {'role': ['-']}, 'Hunter, James': {'role': ['-']}}, 'secondary': {'Thompson, David, designer': {'role': ['designer']}, 'Benjamin, Trevor, designer': {'role': ['kuvittaja']}, 'MacDonald, Roland, kuvittaja': {'role': ['graafinen suunnittelija']}, 'Hunter, James, graafinen suunnittelija': {'role': ['-']}}, 'corporate': []}",Osprey Publishing Ltd,"Stalingrad, 1942. Before you awaits a gruelling conflict in this cornerstone battleground. As the bullets and bombs tear the city asunder, only through wits and valour can you seize the cornerstone of the entire Eastern Front and change the course of history.",lautapelit; pelit; kaksinpelit; sotapelit; kampanjapelit (lautapelit),['toinen maailmansota']; ['taistelut']; ['kaupungit']; ['Stalingrad'],,Ikäsuositus: 14+.,1 lautapeli (useita osia kotelossa) ; 30 x 30 x 13 cm  + 4 sääntövihkoa,,,,,,,,,,,,,,,,,,,
